Núm. venta,Fecha,Patrón,Categoría,Dificultad,Tamaño,Núm. ovillos,Precio (€),Precio venta patrón (€),País,Sexo,Edad
1854,26/07/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,48.24,5.0,Costa Rica,Mujer,33
1855,20/09/2024,Oso panda,Llavero,Baja,Pequeño,2,40.11,3.5,México,Mujer,52
1856,08/06/2024,Oso navideño,Navidad,Media,Mediano,4,6.2,5.0,El Salvador,Mujer,20
1857,02/11/2024,Oso corazón,Amor,Media,Mediano,4,38.88,5.0,Uruguay,Mujer,40
1858,25/02/2024,Oso corazón,Amor,Media,Mediano,4,49.65,5.0,Chile,Mujer,49
1859,26/12/2024,Oso navideño,Navidad,Media,Mediano,4,12.1,5.0,Colombia,Mujer,36
1860,02/03/2024,Cupido,Amor,Alta,Mediano,6,6.43,5.0,El Salvador,Mujer,59
1861,09/11/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,11.83,5.0,Panamá,Mujer,47
1862,16/12/2024,Oso panda,Llavero,Baja,Pequeño,2,49.07,3.5,Honduras,Mujer,57
1863,11/12/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,19.55,5.0,Chile,Mujer,21
1864,03/07/2024,Rana,Llavero,Baja,Pequeño,1,43.69,3.5,Bolivia,Hombre,48
1865,06/07/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,21.51,5.0,Colombia,N/A,59
1866,06/11/2024,Rana,Llavero,Baja,Pequeño,1,17.35,3.5,Costa Rica,Mujer,60
1867,15/02/2024,Oso navideño,Navidad,Media,Mediano,4,24.08,5.0,México,Mujer,64
1868,11/06/2024,Oso panda,Llavero,Baja,Pequeño,2,40.92,3.5,Bolivia,Mujer,37
1869,03/12/2024,Oso navideño,Navidad,Media,Mediano,4,34.02,5.0,Italia,Mujer,34
1870,19/11/2024,Oso corazón,Amor,Media,Mediano,4,5.05,5.0,Ecuador,Mujer,50
1871,24/06/2024,Oso panda,Llavero,Baja,Pequeño,2,15.84,3.5,Colombia,Mujer,70
1872,14/05/2024,Oso panda,Llavero,Baja,Pequeño,2,41.31,3.5,República Dominicana,Mujer,49
1873,16/01/2024,Oso panda,Llavero,Baja,Pequeño,2,16.47,3.5,Uruguay,Hombre,22
1874,22/10/2024,Cupido,Amor,Alta,Mediano,6,17.4,5.0,Bolivia,Mujer,22
1875,23/09/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,20.31,5.0,Honduras,Mujer,26
1876,22/06/2024,Oso panda,Llavero,Baja,Pequeño,2,8.06,3.5,Corea del Sur,Mujer,20
1877,24/07/2024,Oso panda,Llavero,Baja,Pequeño,2,11.1,3.5,Egipto,Mujer,46
1878,03/07/2024,Oso panda,Llavero,Baja,Pequeño,2,18.21,3.5,Nicaragua,Mujer,35
1879,18/12/2024,Oso navideño,Navidad,Media,Mediano,4,12.03,5.0,Australia,Mujer,33
1880,11/04/2024,Oso corazón,Amor,Media,Mediano,4,31.16,5.0,Cuba,Mujer,63
1881,18/08/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,23.63,5.0,España,Hombre,41
1882,04/02/2024,Oso panda,Llavero,Baja,Pequeño,2,40.02,3.5,Chile,Mujer,54
1883,07/03/2024,Oso corazón,Amor,Media,Mediano,4,26.94,5.0,Ecuador,Hombre,30
1884,18/03/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,24.9,5.0,El Salvador,Hombre,48
1885,19/07/2024,Oso navideño,Navidad,Media,Mediano,4,41.02,5.0,Sudáfrica,Mujer,42
1886,11/09/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,16.16,5.0,El Salvador,Mujer,69
1887,04/11/2024,Rana,Llavero,Baja,Pequeño,1,17.54,3.5,España,Mujer,70
1888,25/01/2024,Oso corazón,Amor,Media,Mediano,4,9.6,5.0,Paraguay,Mujer,
1889,02/05/2024,Oso corazón,Amor,Media,Mediano,4,46.31,5.0,Perú,Mujer,26
1890,16/09/2024,Oso corazón,Amor,Media,Mediano,4,25.62,5.0,Colombia,Hombre,34
1891,09/01/2024,Oso navideño,Navidad,Media,Mediano,4,13.08,5.0,El Salvador,Mujer,29
1892,09/01/2024,Cupido,Amor,Alta,Mediano,6,43.97,5.0,España,Hombre,45
1893,28/03/2024,Oso corazón,Amor,Media,Mediano,4,37.1,5.0,Bolivia,Mujer,54
1894,15/10/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,28.1,5.0,Perú,Mujer,40
1895,12/07/2024,Oso corazón,Amor,Media,Mediano,4,36.0,5.0,México,Hombre,49
1896,18/01/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,17.91,5.0,Paraguay,Mujer,46
1897,27/09/2024,Oso panda,Llavero,Baja,Pequeño,2,38.78,3.5,Uruguay,Mujer,34
1898,21/02/2024,Oso corazón,Amor,Media,Mediano,4,38.02,5.0,China,Mujer,23
1899,03/10/2024,Papa Noel,Navidad,Alta,Grande,7,44.19,7.5,Canadá,Mujer,56
1900,12/05/2024,Gnomo,Otoño,Media,Mediano,5,24.29,5.0,Honduras,Mujer,42
1901,19/02/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,45.15,5.0,Panamá,Hombre,53
1902,15/09/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,38.76,5.0,Argentina,Mujer,20
1903,13/07/2024,Rana,Llavero,Baja,Pequeño,1,17.28,3.5,Argentina,Mujer,27
1904,20/03/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,22.79,5.0,España,Mujer,31
1905,18/08/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,47.29,5.0,Bolivia,Mujer,70
1906,25/11/2024,Oso panda,Llavero,Baja,Pequeño,2,36.04,3.5,Honduras,Mujer,37
1907,12/11/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,10.09,5.0,Costa Rica,Mujer,59
1908,20/10/2024,Cupido,Amor,Alta,Mediano,6,7.39,5.0,Argentina,Mujer,57
1909,07/11/2024,Oso panda,Llavero,Baja,Pequeño,2,14.05,3.5,Costa Rica,Mujer,46
1910,03/07/2024,Oso navideño,Navidad,Media,Mediano,4,23.46,5.0,Panamá,Mujer,51
1911,16/02/2024,Oso navideño,Navidad,Media,Mediano,4,8.15,5.0,República Dominicana,Hombre,43
1912,18/04/2024,Cupido,Amor,Alta,Mediano,6,11.68,5.0,Venezuela,Mujer,27
1913,26/01/2024,Oso navideño,Navidad,Media,Mediano,4,36.33,5.0,Cuba,Mujer,69
1914,07/02/2024,Oso corazón,Amor,Media,Mediano,4,13.14,5.0,Chile,Hombre,28
1915,27/07/2024,Oso navideño,Navidad,Media,Mediano,4,46.09,5.0,Chile,Hombre,60
1916,25/04/2024,Oso corazón,Amor,Media,Mediano,4,24.85,5.0,China,Mujer,63
1917,27/03/2024,Oso navideño,Navidad,Media,Mediano,4,38.37,5.0,Reino Unido,Hombre,31
1918,18/06/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,41.81,5.0,Honduras,Hombre,38
1919,27/04/2024,Cupido,Amor,Alta,Mediano,6,43.0,5.0,Paraguay,Mujer,29
1920,06/12/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,49.48,5.0,Australia,Hombre,60
1921,12/05/2024,Oso corazón,Amor,Media,Mediano,4,12.89,5.0,Paraguay,Mujer,62
1922,21/05/2024,Oso navideño,Navidad,Media,Mediano,4,24.28,5.0,Costa Rica,Mujer,43
1923,25/07/2024,Cupido,Amor,Alta,Mediano,6,18.49,5.0,Uruguay,Mujer,63
1924,05/02/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,48.24,5.0,Panamá,Hombre,57
1925,14/05/2024,Oso corazón,Amor,Media,Mediano,4,39.34,5.0,Uruguay,Mujer,65
1926,21/07/2024,Oso corazón,Amor,Media,Mediano,4,11.15,5.0,Rusia,Mujer,40
1927,01/06/2024,Oso navideño,Navidad,Media,Mediano,4,18.89,5.0,Nicaragua,Hombre,25
1928,04/02/2024,Oso panda,Llavero,Baja,Pequeño,2,29.1,3.5,Cuba,Mujer,66
1929,23/08/2024,Rana,Llavero,Baja,Pequeño,1,35.13,3.5,Portugal,Mujer,47
1930,27/04/2024,Oso panda,Llavero,Baja,Pequeño,2,5.55,3.5,Perú,Mujer,33
1931,09/12/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,24.63,5.0,Perú,Mujer,39
1932,26/04/2024,Oso navideño,Navidad,Media,Mediano,4,17.5,5.0,Bolivia,Mujer,63
1933,07/10/2024,Oso panda,Llavero,Baja,Pequeño,2,22.02,3.5,México,Mujer,31
1934,04/07/2024,Papa Noel,Navidad,Alta,Grande,7,17.91,7.5,Guatemala,Mujer,54
1935,01/09/2024,Oso corazón,Amor,Media,Mediano,4,13.15,5.0,República Dominicana,Mujer,48
1936,18/03/2024,Oso corazón,Amor,Media,Mediano,4,33.36,5.0,Noruega,Mujer,48
1937,26/02/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,17.92,5.0,Cuba,Mujer,29
1938,21/08/2024,Oso corazón,Amor,Media,Mediano,4,27.91,5.0,Uruguay,Mujer,51
1939,18/01/2024,Papa Noel,Navidad,Alta,Grande,7,36.51,7.5,Uruguay,Hombre,48
1940,07/12/2024,Gnomo,Otoño,Media,Mediano,5,42.21,5.0,Paraguay,Mujer,53
1941,01/08/2024,Oso panda,Llavero,Baja,Pequeño,2,43.66,3.5,Canadá,Mujer,34
1942,23/08/2024,Oso navideño,Navidad,Media,Mediano,4,37.03,5.0,Uruguay,Mujer,66
1943,07/03/2024,Oso panda,Llavero,Baja,Pequeño,2,8.77,3.5,Brasil,Hombre,60
1944,10/10/2024,Gnomo,Otoño,Media,Mediano,5,15.64,5.0,Venezuela,Mujer,53
1945,20/02/2024,Oso navideño,Navidad,Media,Mediano,4,29.12,5.0,Colombia,Mujer,57
1946,11/10/2024,Oso navideño,Navidad,Media,Mediano,4,24.87,5.0,Bolivia,Hombre,22
1947,06/03/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,10.94,5.0,Costa Rica,Mujer,57
1948,11/04/2024,Oso corazón,Amor,Media,Mediano,4,18.42,5.0,Costa Rica,Hombre,19
1949,24/12/2024,Oso corazón,Amor,Media,Mediano,4,49.89,5.0,Chile,Hombre,20
1950,09/01/2024,Oso panda,Llavero,Baja,Pequeño,2,46.16,3.5,República Dominicana,Mujer,28
1951,26/06/2024,Cupido,Amor,Alta,Mediano,6,35.37,5.0,Nigeria,Mujer,54
1952,11/07/2024,Oso navideño,Navidad,Media,Mediano,4,6.22,5.0,Rusia,Mujer,67
1953,15/02/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,16.34,5.0,Venezuela,Hombre,64
1954,18/08/2024,Oso navideño,Navidad,Media,Mediano,4,28.93,5.0,Guatemala,Hombre,47
1955,28/01/2024,Oso corazón,Amor,Media,Mediano,4,28.98,5.0,Cuba,Hombre,57
1956,08/10/2024,Oso corazón,Amor,Media,Mediano,4,32.84,5.0,Portugal,Mujer,59
1957,21/01/2024,Oso panda,Llavero,Baja,Pequeño,2,42.86,3.5,Nicaragua,Mujer,55
1958,21/02/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,27.32,5.0,Venezuela,Mujer,48
1959,26/12/2024,Oso corazón,Amor,Media,Mediano,4,47.91,5.0,El Salvador,Hombre,30
1960,24/03/2024,Oso panda,Llavero,Baja,Pequeño,2,5.58,3.5,Bolivia,Mujer,N/A
1961,27/05/2024,Oso navideño,Navidad,Media,Mediano,4,25.91,5.0,Rusia,Mujer,50
1962,08/05/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,43.25,5.0,Bolivia,Mujer,48
1963,01/06/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,11.77,5.0,España,Mujer,36
1964,02/02/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,20.8,5.0,Colombia,Mujer,68
1965,21/11/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,36.17,5.0,Paraguay,Hombre,23
1966,14/12/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,26.61,5.0,Cuba,Hombre,22
1967,27/09/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,34.74,5.0,India,Hombre,40
1968,12/07/2024,Oso panda,Llavero,Baja,Pequeño,2,16.97,3.5,Cuba,Mujer,43
1969,04/09/2024,Oso navideño,Navidad,Media,Mediano,4,6.18,5.0,El Salvador,Mujer,65
1970,15/11/2024,Oso navideño,Navidad,Media,Mediano,4,20.08,5.0,México,Mujer,45
1971,02/04/2024,Oso navideño,Navidad,Media,Mediano,4,21.7,5.0,Paraguay,Mujer,62
1972,26/02/2024,Oso navideño,Navidad,Media,Mediano,4,26.36,5.0,España,Mujer,35
1973,04/06/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,13.31,5.0,Bolivia,Hombre,33
1974,05/09/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,16.39,5.0,Panamá,Mujer,58
1975,25/06/2024,Cupido,Amor,Alta,Mediano,6,14.22,5.0,Suecia,Mujer,32
1976,07/04/2024,Oso panda,Llavero,Baja,Pequeño,2,36.22,3.5,El Salvador,Mujer,31
1977,18/02/2024,Oso panda,Llavero,Baja,Pequeño,2,39.71,3.5,Bolivia,Hombre,53
1978,09/08/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,45.38,5.0,Ecuador,Mujer,55
1979,06/10/2024,Oso panda,Llavero,Baja,Pequeño,2,44.64,3.5,Ecuador,Hombre,37
1980,22/12/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,36.9,5.0,Italia,Mujer,30
1981,04/10/2024,Oso navideño,Navidad,Media,Mediano,4,29.43,5.0,Argentina,Hombre,50
1982,09/03/2024,Oso navideño,Navidad,Media,Mediano,4,47.59,5.0,Guatemala,Mujer,31
1983,14/11/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,39.03,5.0,Corea del Sur,Mujer,69
1984,21/11/2024,Gnomo,Otoño,Media,Mediano,5,38.65,5.0,Argentina,Hombre,53
1985,23/01/2024,Oso navideño,Navidad,Media,Mediano,4,26.15,5.0,Perú,Mujer,53
1986,04/03/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,42.88,5.0,República Dominicana,Mujer,20
1987,10/08/2024,Oso navideño,Navidad,Media,Mediano,4,23.51,5.0,Nicaragua,Hombre,??
1988,28/05/2024,Papa Noel,Navidad,Alta,Grande,7,9.76,7.5,Cuba,Hombre,69
1989,21/12/2024,Oso panda,Llavero,Baja,Pequeño,2,9.49,3.5,Chile,Hombre,48
1990,21/02/2024,Oso corazón,Amor,Media,Mediano,4,21.4,5.0,Chile,Mujer,20
1991,17/02/2024,Cupido,Amor,Alta,Mediano,6,10.09,5.0,Alemania,Mujer,65
1992,27/08/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,45.91,5.0,Cuba,Mujer,23
1993,05/12/2024,Oso panda,Llavero,Baja,Pequeño,2,33.75,3.5,Guatemala,Hombre,21
1994,14/09/2024,Oso panda,Llavero,Baja,Pequeño,2,33.22,3.5,Guatemala,Mujer,35
1995,13/07/2024,Oso corazón,Amor,Media,Mediano,4,8.81,5.0,Bolivia,Mujer,59
1996,08/07/2024,Oso panda,Llavero,Baja,Pequeño,2,40.45,3.5,Panamá,Mujer,22
1997,26/06/2024,Oso panda,Llavero,Baja,Pequeño,2,7.46,3.5,Brasil,Mujer,45
1998,18/05/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,23.18,5.0,Chile,Mujer,64
1999,09/06/2024,Oso corazón,Amor,Media,Mediano,4,19.32,5.0,Panamá,Hombre,68
2000,11/03/2024,Oso navideño,Navidad,Media,Mediano,4,43.68,5.0,Cuba,Hombre,42
2001,14/10/2024,Rana,Llavero,Baja,Pequeño,1,47.96,3.5,Ecuador,Mujer,48
2002,12/10/2024,Oso panda,Llavero,Baja,Pequeño,2,41.72,3.5,Panamá,Hombre,48
2003,12/07/2024,Oso corazón,Amor,Media,Mediano,4,25.24,5.0,Reino Unido,Hombre,28
2004,27/12/2024,Oso panda,Llavero,Baja,Pequeño,2,37.98,3.5,Cuba,Mujer,53
2005,11/12/2024,Oso panda,Llavero,Baja,Pequeño,2,26.15,3.5,Ecuador,Hombre,38
2006,25/06/2024,Oso corazón,Amor,Media,Mediano,4,6.42,5.0,Bolivia,Mujer,69
2007,27/08/2024,Rana,Llavero,Baja,Pequeño,1,40.45,3.5,Guatemala,Mujer,45
2008,28/12/2024,Papa Noel,Navidad,Alta,Grande,7,17.24,7.5,Chile,Mujer,22
2009,28/03/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,40.02,5.0,Turquía,Mujer,45
2010,12/06/2024,Cupido,Amor,Alta,Mediano,6,48.08,5.0,España,Mujer,22
2011,21/05/2024,Cupido,Amor,Alta,Mediano,6,41.34,5.0,Nicaragua,Hombre,47
2012,14/04/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,30.52,5.0,Colombia,Mujer,37
2013,17/06/2024,Oso panda,Llavero,Baja,Pequeño,2,21.2,3.5,Cuba,Mujer,57
2014,19/09/2024,Oso corazón,Amor,Media,Mediano,4,34.56,5.0,Panamá,Mujer,61
2015,22/12/2024,Oso navideño,Navidad,Media,Mediano,4,35.44,5.0,Turquía,Mujer,41
2016,20/10/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,28.73,5.0,Sudáfrica,Mujer,
2017,11/08/2024,Oso panda,Llavero,Baja,Pequeño,2,11.2,3.5,España,Mujer,24
2018,06/11/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,24.47,5.0,Honduras,Hombre,57
2019,22/05/2024,Oso corazón,Amor,Media,Mediano,4,28.76,5.0,Guatemala,Hombre,51
2020,12/11/2024,Gnomo,Otoño,Media,Mediano,5,37.5,5.0,India,Hombre,54
2021,28/11/2024,Oso panda,Llavero,Baja,Pequeño,2,31.46,3.5,Venezuela,Mujer,53
2022,04/01/2024,Oso navideño,Navidad,Media,Mediano,4,38.59,5.0,Honduras,Hombre,18
2023,26/03/2024,Oso navideño,Navidad,Media,Mediano,4,44.51,5.0,Guatemala,Mujer,27
2024,03/11/2024,Oso navideño,Navidad,Media,Mediano,4,49.1,5.0,Australia,Mujer,41
2025,17/04/2024,Rana,Llavero,Baja,Pequeño,1,38.73,3.5,Cuba,Mujer,42
2026,04/03/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,41.19,5.0,Argentina,Mujer,22
2027,17/06/2024,Oso corazón,Amor,Media,Mediano,4,21.44,5.0,Uruguay,Mujer,66
2028,05/09/2024,Oso panda,Llavero,Baja,Pequeño,2,40.47,3.5,Honduras,Mujer,54
2029,05/04/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,19.36,5.0,Francia,Mujer,24
2030,12/11/2024,Rana,Llavero,Baja,Pequeño,1,12.4,3.5,Nicaragua,Mujer,40
2031,14/01/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,41.1,5.0,El Salvador,Mujer,39
2032,21/01/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,42.32,5.0,Ecuador,Mujer,62
2033,07/01/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,15.3,5.0,Nicaragua,Mujer,21
2034,14/08/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,26.12,5.0,Venezuela,Hombre,62
2035,20/02/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,13.07,5.0,Costa Rica,Mujer,28
2036,19/02/2024,Papa Noel,Navidad,Alta,Grande,7,40.31,7.5,México,Mujer,59
2037,12/08/2024,Oso navideño,Navidad,Media,Mediano,4,37.47,5.0,España,Mujer,48
2038,23/04/2024,Oso panda,Llavero,Baja,Pequeño,2,45.79,3.5,Corea del Sur,Mujer,63
